Response Received Date,Overall Experience,Person Identifier,,What Issues,"Incorrect, Duplicate, and/or Missing Items?",Damaged Items?,Haven't Received Package?,Order Delivered Late?,Other Issue?,What could we improve,What was great,Additional Comments,Any Issues,Arrival Time,Tracking,Campaign,Survey Details
12/26/2022 12:11,Very Satisfied,71833347_2022_03_n,,,,,,,,,"Ease of ordering and using bonus points, accurate and timely email updates, efficient shipping",,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828311882_11214
12/26/2022 12:11,Very Satisfied,71857298_2022_04_j,,,,,,,,,Quick service,,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828215005_4226
12/26/2022 12:11,Neutral,71836972_2022_03_9,,,,,,,,Better customer service,,I reached out to costumer service to cancel an order. I was told I needed to wait. Two hours later I reached out again to cancel my order. I was then told it was too late to cancel. I have screenshots of the conversation that I’m happy to share.,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828319592_11886
12/26/2022 12:11,Very Satisfied,71807697_2022_04_y,,,,,,,,,Easy,No,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828315491_11692
12/26/2022 12:11,Somewhat Dissatisfied,71892668_2022_04_m,,,,,,,,"Shipping was a bit prolonged. However, it was Christmas time. Some books I needed for a gift didn't arrive in time.",,Tracking was crazy. Updates given saying to be delivered that day then changed to next day each day for a few days,No,Yes,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828279432_9079
12/26/2022 12:10,Neutral,71836967_2022_03_n,,,,,,,,The items did not arrive before Christmas break so I was unable to give the books as gifts.,,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828329005_12159
12/26/2022 12:10,Very Dissatisfied,71823220_2022_03_9,,I have not received a package.,,,Haven't Received Package,,,Let me know I wasn’t go to get my books.,,I have filled this out a few times- no response.,Yes,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828226576_5101
12/26/2022 12:10,Neutral,71899609_2022_04_k,,,,,,,,I have not received package,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828205293_3733
12/26/2022 12:10,Very Satisfied,71887757_2022_01_6,,,,,,,,,Ease of ordering & quick delivery,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193605_2783
12/26/2022 12:10,Very Satisfied,71886626_2022_03_y,,,,,,,,,,,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828162709_1543
12/26/2022 12:10,Satisfied,71748264_2022_04_x,,,,,,,,,,,No,Yes,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828267098_8195
12/26/2022 12:09,Very Satisfied,71826279_2022_04_k,,,,,,,,,Delivery was fast,Thank you for fixing the delivery problems from last year.  I do wish you could add more $1.00 books for the parents to be able to purchase.,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828331445_12302
12/26/2022 12:09,Satisfied,71865243_2022_04_j,,,,,,,,,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828290669_9877
12/26/2022 12:09,Very Satisfied,71816417_2022_08_1,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828291856_10021
12/26/2022 12:09,Very Satisfied,71824941_2022_08_1,,,,,,,,,Quick shipping,Shipping costs should not be charged in orders that are at least 10,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828314544_11519
12/26/2022 12:08,Very Satisfied,71829117_2022_04_y,,,,,,,,,Books arrived quickly.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828249189_6819
12/26/2022 12:07,Satisfied,71805554_2022_04_y,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828250067_6916
12/26/2022 12:07,Very Satisfied,71834667_2022_04_y,,,,,,,,,Books were here quickly,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828267997_8297
12/26/2022 12:07,Very Satisfied,71816793_2022_04_k,,,,,,,,,Easy ordering process and on-time delivery,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828244215_6421
12/26/2022 12:07,Satisfied,71826437_2022_04_j,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828236395_5856
12/26/2022 12:06,Very Satisfied,71826242_2022_04_y,,,,,,,,,Speed of delivery. Kids expect things fast these days LOL,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828227285_5294
12/26/2022 12:06,Satisfied,71868268_2022_03_s,,,,,,,,,,,No,Yes,No,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828224704_4914
12/26/2022 12:01,Somewhat Dissatisfied,71802889_2022_03_y,,,,,,,,Your shipping is no longer reliable and it takes too long to get an order processed. I used to order book’s regularly for my class but it is no longer worth my time and energy. I loved being able to get books into my kids hands quickly and less expensively. That is no longer happening.,,10 business days is no longer acceptable,No,Yes,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828272236_8649
12/26/2022 11:44,Very Satisfied,71807886_2022_04_k,,,,,,,,,Everything arrived in time!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828250088_6927
12/26/2022 11:25,Very Satisfied,71899433_2022_04_m,,,,,,,,,Order received ahead of expected date!,It was great - back to the way Scholastic used to be.,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828162623_1511
12/26/2022 11:24,Very Satisfied,71827130_2022_04_t,,,,,,,,,Quick delivery,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828258675_7541
12/26/2022 11:09,Very Satisfied,71825211_2022_03_k,,,,,,,,,Items arrived before Christmas!,This years experience is much more positive. Thank you!,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828348897_13581
12/26/2022 11:02,Satisfied,71821071_2022_04_j,,,,,,,,I would like to see a larger selection of graphic novels.,,,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828205489_3852
12/26/2022 10:23,Very Dissatisfied,71839002_2022_04_j,,,,,,,,I still have not received my order!,,I never received my package!,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828348842_13545
12/26/2022 10:15,Very Satisfied,71842994_2022_04_j,,,,,,,,,Easy online purchase and on time delivery,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828488016_22112
12/26/2022 9:08,Somewhat Dissatisfied,71821916_2022_08_1,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,"This was the second order that had a book missing as part of one of my student orders.  This time however, the book missing was to be donated to a foster care program.  By the time the replacement book arrived it was too late to donate.  This was disappointing.",,"I was pleased with the shipping time this year as opposed to the last few years.  Unfortunately, I have had two orders sent this fall, both missing an item.",Yes,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828348455_13419
12/26/2022 8:52,Very Satisfied,71851844_2022_06_3,,My items are damaged.,,Damaged Items,,,,,Quick delivery.,"Thank you for quickly replacing the damaged book, even in time for Christmas!",Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828255327_7238
12/26/2022 8:34,Somewhat Dissatisfied,71794242_2022_04_k,,,,,,,,There was such a mix up on your end when I wanted to use the $40 egift card that I had loaded to my account 9 months earlier.,,"There was a very knowledgeable customer service supervisor who figured out what was wrong and was able to make the correction, but that was only after I had spent over 1.75 hours (almost 2 hours of my time) on the phone with Scholastic being connected to one department after the other.   It was a VERY frustrating and time wasting experience.",No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828425207_17941
12/26/2022 8:18,Very Satisfied,71836751_2022_08_1,,,,,,,,,Timing of the delivery,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828205368_3783
12/26/2022 8:01,Very Satisfied,71831145_2022_08_1,,,,,,,,,How quickly I received the order during the holiday season.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828179519_2010
12/26/2022 7:54,Very Satisfied,71836952_2022_04_j,,,,,,,,,Arrived before we closed for winter break,"The not receiving within 10 days wasn't Scholastic's fault. The delivery took 3 days to get to school - I think they kept trying to deliver after school hours, so couldn't leave it when school was closed for the day.",No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828313082_11302
12/26/2022 7:14,Very Satisfied,71848923_2022_04_j,,,,,,,,,Very fast delivery - faster than before COVID-19!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828427042_18253
12/26/2022 6:14,Very Satisfied,71827796_2022_04_x,,,,,,,,,Great selection and very fast delivery. This makes the kids more likely to order the next time.,Our second grade class loves the books orders (paper copy) and our Scholastic News (great content and teaching opportunities.),No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828331494_12316
12/26/2022 5:35,Very Satisfied,71810700_2022_03_j,,,,,,,,,Everything,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828498273_22804
12/26/2022 4:56,Satisfied,71767850_2022_04_m,,,,,,,,some chapter books would have been nice.,,We would like to see a warehouse sale happen again.,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828161976_1235
12/26/2022 4:43,Somewhat Dissatisfied,71833734_2022_04_t,,,,,,,,"Original order was lost in Ohio.  Customer service sent me to the USPS to figure out the problem myself.  After inquiry and inability to find the box,  I requested scholastic track the box.  Customer service instead sent out new order in 2-day shipping.  Why wasn't that done originally?",,Simply tracking does not obtain the order! Delivery must be made.  Customer service needs to provide assistance in the first contact please rather than I need to find the box lost in the postal system,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828162290_1499
12/26/2022 0:46,Very Dissatisfied,71864616_2022_03_9,,,,,,,,Part of my order was delivered to my school with another teacher's order and the rest of my order was delivered to my home address when I asked for it to be delivered to my school building.,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828267899_8236
12/25/2022 23:47,Very Satisfied,71843331_2022_04_y,,,,,,,,,Quick delivery,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828518193_24329
12/25/2022 23:04,Very Dissatisfied,300133341_2022_01_r,,,,,,,,Nothing! The representative was nice and helped solve my problem.,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828292583_10104
12/25/2022 20:13,Satisfied,71815792_2022_03_x,,,,,,,,One packet came a little later than I expected,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828414296_17567
12/25/2022 20:07,Very Satisfied,71796245_2022_04_k,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,,"I received my order quickly. Although, there was a mistake with the order it was taken care of easily and right away.",,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828179097_1847
12/25/2022 18:59,Somewhat Dissatisfied,71845052_2022_08_1,,,,,,,,My order was late and my students didn’t get their Christmas gifts. I still have not received the package ordered at the beginning of December.,,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828302693_10749
12/25/2022 17:11,Somewhat Dissatisfied,71895299_2022_04_y,,I have not received a package.,,,Haven't Received Package,,,I never received my order. The last tracking notice said it was delivered to Albuquerque on the 20th and we could expect it at our door on the 21st.,,,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828180455_2270
12/25/2022 17:05,Very Satisfied,71825865_2022_03_x,,,,,,,,,All orders were delivered in a timely manner.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828294647_10278
12/25/2022 16:47,Satisfied,71834959_2022_03_n,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828161611_1005
12/25/2022 15:55,Very Satisfied,71829264_2022_04_x,,,,,,,,,Ease of ordering and timeliness of receipt of my package.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828255293_7218
12/25/2022 15:03,Very Satisfied,71882781_2022_03_t,,,,,,,,,Excellent customer service,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828233276_5625
12/25/2022 14:37,Very Satisfied,71829392_2022_04_k,,,,,,,,,The time of delivery,,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828504928_23262
12/25/2022 14:18,Very Satisfied,71866469_2022_01_6,,,,,,,,,,,No,No,No,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828484165_21864
12/25/2022 13:59,Somewhat Dissatisfied,71832730_2022_04_k,,,,,,,,Improve tracking! UPS tracking but usps delivered no tracking for 3 lat 3 days!,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828383983_15782
12/25/2022 13:15,Very Satisfied,71843092_2022_04_j,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828271230_8565
12/25/2022 12:59,Satisfied,71840638_2022_03_i,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,include free stickers or posters for my students,,thank you for all that you do,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828476831_21557
12/25/2022 12:11,Very Satisfied,71834528_2022_04_k,,,,,,,,,Easy to order.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828179547_1975
12/25/2022 11:57,Very Dissatisfied,71813441_2022_04_j,,,,,,,,I did not receive my books in time to give to my students for Christmas. My teaching partner got hers and we ordered the same day.,,,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828203508_3369
12/25/2022 11:39,Very Satisfied,71846961_2022_04_x,,,,,,,,,scholastic sent a replacement box immediately upon hearing that my original box did not arrive,,No,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828205047_3593
12/25/2022 10:57,Very Dissatisfied,71849637_2022_04_k,,,,,,,,My book box never came before Christmas break for my students.,,,No,No,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828396049_16279
12/25/2022 8:43,Very Satisfied,71849451_2022_03_n,,,,,,,,,"Easy ordering, fast shipping",,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828526611_24832
12/25/2022 8:19,Very Dissatisfied,71852061_2022_04_k,,,,,,,,"If you make a statement that if the order is placed by December 6th, we would have the delivery on time to the parents who ordered many, many books for their children to open on Christmas morning. You fell very short on that promise.",,"You kept giving email notice that the order would be arriving “tomorrow”….”tomorrow” …. “Tomorrow”. So? We continued to share your message with the parents who were waiting for their orders. The order had its first attempted delivery on the day school was closed for the holiday. Again, be clear with your delivery date. And don’t gas up that the books are arriving until they actually are so we can be upfront with our families. Very frustrating experience.",No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828142973_435
12/25/2022 8:04,Very Satisfied,71817706_2022_08_1,,,,,,,,,Customer service rep was very helpful and patient,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828179142_1868
12/25/2022 8:02,Satisfied,71844346_2022_04_k,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,,,,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828244368_6491
12/25/2022 5:34,Very Satisfied,71815223_2022_04_y,,,,,,,,,Timely delivery and great customer serivce.  I love the live chat option.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828302638_10723
12/25/2022 0:47,Very Satisfied,71869227_2022_04_x,,,,,,,,,Great choices of high quality literature. Order received quickly!,,No,Yes,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828476815_21546
12/25/2022 0:43,Very Satisfied,71844336_2022_08_1,,,,,,,,,Ease in navigating the website and quick delivery!,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828398175_16537
12/24/2022 23:56,Somewhat Dissatisfied,71846464_2022_03_9,,,,,,,,"When I called to say that I did not receive my delivery you only gave me the tracking number and told me to research to find out where the package was?! That really should have been your job! I placed my order December 5 and did not receive until our last day of school on Friday, December 16th. Unfortunately one of my students ordered an advent calendar...Really no use to her now!",,,No,Yes,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828257528_7465
12/24/2022 23:44,Very Satisfied,71891355_2022_04_j,,,,,,,,,Got my books quickly and received free books!!!,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828225763_5076
12/24/2022 23:36,Satisfied,71831045_2022_04_x,,,,,,,,The shipping was crazy.  It went to o UPS then USPS and came just in time.,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828204444_3455
12/24/2022 22:34,Very Dissatisfied,71849617_2022_03_j,,,,,,,,My package did not arrive on time…I still do not have it and I wanted the books to give to my students for Christmas …I ordered on Dec 5th,,I was also told that they were sending an email with a five dollar gift voucher for each student. I have 20 students in my class but I have yet to receive the five dollar gift voucher for each kid.,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828396345_16423
12/24/2022 21:41,Very Dissatisfied,71875723_2022_08_1,,,,,,,,Once again the delivery was late.,,I will not be purchasing from Scholastic until things get figured out on your end.,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828329023_12167
12/24/2022 20:53,Very Dissatisfied,71883665_2022_04_j,,I have not received a package.,,,Haven't Received Package,,,Delivered my package in a timely matter.,,The order was placed December 8th. It still hasn’t arrived as of Christmas Eve. There hasn’t been an update on its location since December 13th.,Yes,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828373421_15117
12/24/2022 20:38,Very Dissatisfied,71832537_2022_03_9,,,,,,,,"I wasn't able to give my students their holiday books. They came late, 2 days after they were supposed to be delivered. I was embarrassed and disappointed.",,Your new method of shipping (UPS to USPS) stinks!,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828272212_8633
12/24/2022 20:10,Very Dissatisfied,71832824_2022_03_j,,,,,,,,I still have yet to receive my package. I don’t know if this is Scholastics fault or the UPS. My tracking number said it has been at the UPS for over a week and still no delivery,,,No,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828385905_15999
12/24/2022 19:46,Somewhat Dissatisfied,71859109_2022_08_1,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,Missing one book..,,"It started with FedEx where everything was perfect,  but then FedEx gave final delivery to usps and it took them a week to finally deliver it.",Yes,Yes,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828510967_23782
12/24/2022 18:56,Very Dissatisfied,71850529_2022_03_s,,,,,,,,Nothing.  Everything was great!,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828341815_12845
12/24/2022 18:38,Very Satisfied,71840237_2022_03_t,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828295236_10395
12/24/2022 18:34,Somewhat Dissatisfied,71858487_2022_03_i,,,,,,,,The books did not come until way after I ordered them. I sent in my order on December 6th and did not get the package until December 22. I took the books to my student's home so they would get them before Christmas. I know that you can't control winter weather.,,,No,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828271115_8509
12/24/2022 17:41,Very Satisfied,71890693_2022_04_k,,,,,,,,,"Easy website, ordering, fast shipping, excellent!",,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828201544_3300
12/24/2022 16:55,Somewhat Dissatisfied,71860650_2022_04_x,,,,,,,,My books took 3 full weeks to come when it said 7-10 days.,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828433750_18483
12/24/2022 16:11,Very Dissatisfied,71823506_2022_08_1,,,,,,,,Get it to me before school was out. We have not received books yet.,,,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193974_3115
12/24/2022 16:04,Somewhat Dissatisfied,71892743_2022_04_j,,,,,,,,Not sending out emails that orders ships in 7-10 days when the cut off for getting orders by Christmas pasted already. And then only offering 2 day air and the charge of 25.00,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828396338_16421
12/24/2022 15:41,Somewhat Dissatisfied,71850413_2022_04_y,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,I haven’t received my gift card I used with my points,,Will I ever get my gift card used with points? I was told 4-6 weeks it’s going to be 8 weeks,Yes,Yes,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828493791_22416
12/24/2022 15:30,Very Satisfied,71802897_2022_03_w,,,,,,,,,Easy ordering process and timely delivery!,Thank you for providing great books for my students to add to their home libraries.,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828161197_909
12/24/2022 15:15,Very Satisfied,71843675_2022_04_x,,,,,,,,,Everything came quickly and easily.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828179607_2051
12/24/2022 15:05,Very Satisfied,71803884_2022_04_k,,,,,,,,,Love the books,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828358125_14048
12/24/2022 14:41,Somewhat Dissatisfied,71796818_2022_04_k,,My items are damaged.,,Damaged Items,,,,Box was damaged and some books had bent corners.,,,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828161840_1091
12/24/2022 14:35,Very Dissatisfied,71886172_2022_04_k,,"I have not received a package.,My order was delivered late",,,Haven't Received Package,,,I ordered 12/8.  It was scheduled to arrive 12/19 and has yet to come.  I ordered Christmas books for my students and other gifts for family members.  None of those people will be getting their gifts the way it looks.,,I was able to track the shipment....which keeps telling me the box will be delivered the following day by 9 pm.  It has been doing that daily since 12/19.,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828283745_9529
12/24/2022 14:35,Very Dissatisfied,71886172_2022_04_k,,"I have not received a package.,My order was delivered late",,,,Delivered Late,,I ordered 12/8.  It was scheduled to arrive 12/19 and has yet to come.  I ordered Christmas books for my students and other gifts for family members.  None of those people will be getting their gifts the way it looks.,,I was able to track the shipment....which keeps telling me the box will be delivered the following day by 9 pm.  It has been doing that daily since 12/19.,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828283745_9529
12/24/2022 14:34,Satisfied,71778533_2022_04_j,,I received 2 boxes of the same 3 books.  It was a duplicate shipment.,"Incorrect, Duplicate, and/or Missing Items",,,,,You sent me a duplicate order.  I have 2 shipments of 3-4 books that are the same.  What do I do?,,,Yes,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193887_3100
12/24/2022 14:22,Satisfied,71829959_2022_04_k,,,,,,,,My single book did not need to be packaged in a normal box; an envelope would have been fine.,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828521905_24579
12/24/2022 14:15,Very Satisfied,71822548_2022_08_1,,,,,,,,,Items were delivered on time when they said they would be.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828456393_20049
12/24/2022 14:04,Very Satisfied,71834545_2022_04_x,,,,,,,,,Speed of delivery.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828142879_404
12/24/2022 13:58,Very Satisfied,71781330_2022_04_j,,,,,,,,,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828357545_13820
12/24/2022 13:29,Very Satisfied,71825475_2022_04_x,,,,,,,,,"I  received my  order very  quickly.  Also,  it  was  complete.",I  am  still  having  trouble  paying on - line with a combination of  checks  and  credit  card.  I  am  not sure  if  this  is just  a problem with my  account or  if others are having the  same problem.,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193524_2691
12/24/2022 13:11,Neutral,71858802_2022_04_x,,,,,,,,faster shipping,,10 days is a long turn around in this age. I needed the order before school break. it didn't make it.,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828215913_4306
12/24/2022 12:51,Neutral,71824288_2022_04_k,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,There was a book that was not in on the order form. There was nothing on the invoice stating that the book was not available and that a replacement was within the box in its place.,,,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828211947_4038
12/24/2022 12:43,Satisfied,71836152_2022_04_y,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828211973_4056
